1,2197.0,2,3,5.851063829787234
2,2071.98,5,5,1.4184397163120568
3,2071.98,7,7,1.4184397163120568
4,2071.98,10,9,1.4184397163120568
5,2071.98,12,11,1.4184397163120568
6,2071.98,15,13,1.4184397163120568
7,2057.9,17,15,2.74822695035461
8,2057.9,19,17,2.74822695035461
9,2057.9,22,19,2.74822695035461
10,2057.9,24,21,2.74822695035461
11,2057.9,26,23,2.74822695035461
12,2057.9,29,25,2.74822695035461
13,2057.9,31,27,2.74822695035461
14,2057.9,34,29,2.74822695035461
15,2057.9,36,31,2.74822695035461
16,2057.9,38,33,2.74822695035461
17,2057.9,41,35,2.74822695035461
18,2057.9,43,37,2.74822695035461
19,2057.9,45,39,2.74822695035461
20,2057.9,48,41,2.74822695035461
21,2057.9,50,43,2.74822695035461
22,2057.9,53,45,2.74822695035461
23,2057.9,55,47,2.74822695035461
24,2057.9,57,49,2.74822695035461
25,2057.9,60,51,2.74822695035461
26,2057.9,63,53,2.74822695035461
27,2057.9,65,55,2.74822695035461
28,2057.9,67,57,2.74822695035461
29,2057.9,70,59,2.74822695035461
30,2051.2,72,61,2.127659574468085
31,2051.2,75,63,2.127659574468085
32,2051.2,77,65,2.127659574468085
33,2051.2,79,67,2.127659574468085
34,2051.2,81,69,2.127659574468085
35,2051.2,84,71,2.127659574468085
36,2051.2,86,73,2.127659574468085
37,2051.2,88,75,2.127659574468085
38,2051.2,90,77,2.127659574468085
39,2051.2,93,79,2.127659574468085
40,2051.2,95,81,2.127659574468085
41,2051.2,97,83,2.127659574468085
42,2012.59,100,85,2.127659574468085
43,2012.59,102,87,2.127659574468085
44,2012.59,104,89,2.127659574468085
45,2012.59,107,91,2.127659574468085
46,2012.59,109,93,2.127659574468085
47,2012.59,111,95,2.127659574468085
48,2012.59,114,97,2.127659574468085
49,2012.59,116,99,2.127659574468085
50,2012.59,118,101,2.127659574468085
51,2012.59,120,103,2.127659574468085
52,2012.59,123,105,2.127659574468085
53,2012.59,125,107,2.127659574468085
54,2012.59,127,109,2.127659574468085
55,2012.59,130,111,2.127659574468085
56,2012.59,133,113,2.127659574468085
57,2012.59,135,115,2.127659574468085
58,2012.59,138,117,2.127659574468085
59,2012.59,140,119,2.127659574468085
60,2012.59,142,121,2.127659574468085
61,2012.59,144,123,2.127659574468085
62,2012.59,147,125,2.127659574468085
63,2012.59,149,127,2.127659574468085
64,2012.59,152,129,2.127659574468085
65,2012.59,154,131,2.127659574468085
66,2012.59,156,133,2.127659574468085
67,2012.59,159,135,2.127659574468085
68,2012.59,161,137,2.127659574468085
69,2012.59,163,139,2.127659574468085
70,2012.59,166,141,2.127659574468085
71,2012.59,168,143,2.127659574468085
72,2012.59,170,145,2.127659574468085
73,2012.59,173,147,2.127659574468085
74,2012.59,175,149,2.127659574468085
75,2012.59,177,151,2.127659574468085
76,2012.59,180,153,2.127659574468085
77,2012.59,182,155,2.127659574468085
78,2012.59,184,157,2.127659574468085
79,2012.59,186,159,2.127659574468085
80,2012.59,189,161,2.127659574468085
81,2012.59,191,163,2.127659574468085
82,2012.59,193,165,2.127659574468085
83,2012.59,196,167,2.127659574468085
84,2012.59,198,169,2.127659574468085
85,2012.59,200,171,2.127659574468085
86,2012.59,203,173,2.127659574468085
87,2012.59,215,175,2.127659574468085
88,2012.59,217,177,2.127659574468085
89,2012.59,219,179,2.127659574468085
90,2012.59,221,181,2.127659574468085
91,2012.59,224,183,2.127659574468085
92,2012.59,226,185,2.127659574468085
93,2012.59,229,187,2.127659574468085
94,2012.59,231,189,2.127659574468085
95,2012.59,234,191,2.127659574468085
96,2012.59,236,193,2.127659574468085
97,2012.59,238,195,2.127659574468085
98,2012.59,240,197,2.127659574468085
99,2012.59,243,199,2.127659574468085
100,2012.59,245,201,2.127659574468085
101,2012.59,247,205,2.127659574468085
102,2012.59,250,209,2.127659574468085
103,2012.59,252,213,2.127659574468085
104,2012.59,254,217,2.127659574468085
105,2012.59,257,221,2.127659574468085
106,2012.59,259,225,2.127659574468085
107,2012.59,261,229,2.127659574468085
108,2012.59,264,233,2.127659574468085
109,2012.59,266,237,2.127659574468085
110,2012.59,268,241,2.127659574468085
111,2012.59,271,245,2.127659574468085
112,2012.59,273,249,2.127659574468085
113,2012.59,275,253,2.127659574468085
114,2012.59,277,257,2.127659574468085
115,2012.59,280,261,2.127659574468085
116,2012.59,283,265,2.127659574468085
117,2012.59,286,269,2.127659574468085
118,2012.59,288,273,2.127659574468085
119,2012.59,290,277,2.127659574468085
