1,2141.71,3,5,7.180851063829788
2,2079.99,8,9,6.028368794326241
3,2079.99,12,13,6.028368794326241
4,2053.68,16,17,1.3297872340425532
5,2053.68,21,21,1.3297872340425532
6,2053.68,25,25,1.3297872340425532
7,2053.68,30,29,1.3297872340425532
8,2053.68,35,33,1.3297872340425532
9,2041.49,39,37,5.49645390070922
10,2022.88,44,41,1.8617021276595744
11,2022.88,49,45,1.8617021276595744
12,2022.88,54,49,1.8617021276595744
13,2022.88,58,53,1.8617021276595744
14,2022.88,63,57,1.8617021276595744
15,2022.88,67,61,1.8617021276595744
16,2022.88,72,65,1.8617021276595744
17,2022.88,76,69,1.8617021276595744
18,2022.88,81,73,1.8617021276595744
19,2022.88,85,77,1.8617021276595744
20,2022.88,90,81,1.8617021276595744
21,2022.88,94,85,1.8617021276595744
22,2022.88,99,89,1.8617021276595744
23,2022.88,103,93,1.8617021276595744
24,2022.88,107,97,1.8617021276595744
25,2022.88,112,101,1.8617021276595744
26,2022.88,117,105,1.8617021276595744
27,2022.88,121,109,1.8617021276595744
28,2022.88,126,113,1.8617021276595744
29,2022.88,130,117,1.8617021276595744
30,2022.88,135,121,1.8617021276595744
31,2022.88,140,125,1.8617021276595744
32,2022.88,144,129,1.8617021276595744
33,2022.88,149,133,1.8617021276595744
34,2022.88,153,137,1.8617021276595744
35,2022.88,157,141,1.8617021276595744
36,2022.88,163,145,1.8617021276595744
37,2022.88,167,149,1.8617021276595744
38,2022.88,172,153,1.8617021276595744
39,2022.88,176,157,1.8617021276595744
40,2022.88,181,161,1.8617021276595744
41,2022.88,185,165,1.8617021276595744
42,2022.88,190,169,1.8617021276595744
43,2022.88,194,173,1.8617021276595744
44,2022.88,199,177,1.8617021276595744
45,2022.88,203,181,1.8617021276595744
46,2022.88,209,185,1.8617021276595744
47,2022.88,214,189,1.8617021276595744
48,2022.88,219,193,1.8617021276595744
49,2022.88,224,197,1.8617021276595744
50,2022.88,229,201,1.8617021276595744
51,2022.88,234,205,1.8617021276595744
52,2022.88,239,209,1.8617021276595744
53,2022.88,244,213,1.8617021276595744
54,2022.88,249,217,1.8617021276595744
55,2022.88,254,221,1.8617021276595744
56,2022.88,258,225,1.8617021276595744
57,2022.88,263,229,1.8617021276595744
58,2016.83,268,233,4.964539007092199
59,2016.83,273,237,4.964539007092199
60,2016.83,279,241,4.964539007092199
61,2016.83,283,245,4.964539007092199
62,2016.83,288,249,4.964539007092199
63,2016.83,293,253,4.964539007092199
64,2016.83,298,257,4.964539007092199
65,2016.83,302,261,4.964539007092199
66,2016.83,307,265,4.964539007092199
67,2016.83,312,269,4.964539007092199
68,2016.83,316,273,4.964539007092199
69,2016.83,321,277,4.964539007092199
70,2016.83,325,281,4.964539007092199
71,2016.83,330,285,4.964539007092199
72,2016.83,335,289,4.964539007092199
73,2016.83,339,293,4.964539007092199
74,2016.83,344,297,4.964539007092199
75,2016.83,349,301,4.964539007092199
76,2016.83,354,305,4.964539007092199
77,2016.83,358,309,4.964539007092199
78,2016.83,364,313,4.964539007092199
79,2016.83,368,317,4.964539007092199
80,2016.83,373,321,4.964539007092199
81,2016.83,378,325,4.964539007092199
82,2016.83,383,329,4.964539007092199
83,2016.83,388,333,4.964539007092199
84,2016.83,395,337,4.964539007092199
85,2016.83,399,341,4.964539007092199
86,2016.83,404,345,4.964539007092199
87,2016.83,409,349,4.964539007092199
88,2016.83,414,353,4.964539007092199
89,2016.83,419,357,4.964539007092199
90,2016.83,423,361,4.964539007092199
91,2016.83,428,365,4.964539007092199
92,2016.83,433,369,4.964539007092199
93,2016.83,437,373,4.964539007092199
94,2016.83,442,377,4.964539007092199
95,2016.83,446,381,4.964539007092199
96,2016.83,451,385,4.964539007092199
97,2016.83,456,389,4.964539007092199
98,2016.83,460,393,4.964539007092199
99,2016.83,465,397,4.964539007092199
100,2016.83,470,401,4.964539007092199
101,2016.83,474,409,4.964539007092199
102,2016.83,479,417,4.964539007092199
103,2016.83,484,425,4.964539007092199
104,2016.83,488,433,4.964539007092199
105,2016.83,493,441,4.964539007092199
106,2016.83,499,449,4.964539007092199
107,2016.83,503,457,4.964539007092199
108,2016.83,508,465,4.964539007092199
109,2016.83,513,473,4.964539007092199
110,2016.83,517,481,4.964539007092199
111,2016.83,522,489,4.964539007092199
112,2016.83,527,497,4.964539007092199
113,2016.83,532,505,4.964539007092199
114,2016.83,536,513,4.964539007092199
115,2016.83,541,521,4.964539007092199
116,2016.83,546,529,4.964539007092199
117,2016.83,550,537,4.964539007092199
118,2016.83,555,545,4.964539007092199
119,2016.83,560,553,4.964539007092199
120,2016.83,564,561,4.964539007092199
121,2016.83,569,569,4.964539007092199
122,2016.83,574,577,4.964539007092199
123,2016.83,579,585,4.964539007092199
124,2016.83,583,593,4.964539007092199
125,2016.83,588,601,4.964539007092199
126,2016.83,593,609,4.964539007092199
127,2016.83,598,617,4.964539007092199
128,2016.83,603,625,4.964539007092199
129,2016.83,608,633,4.964539007092199
130,2016.83,613,641,4.964539007092199
131,2016.83,618,649,4.964539007092199
132,2016.83,623,657,4.964539007092199
133,2016.83,628,665,4.964539007092199
134,2013.27,633,673,4.831560283687942
135,2013.27,637,681,4.831560283687942
136,2013.27,642,689,4.831560283687942
137,2013.27,646,697,4.831560283687942
138,2013.27,651,705,4.831560283687942
139,2013.27,656,713,4.831560283687942
140,2013.27,660,721,4.831560283687942
141,2013.27,666,729,4.831560283687942
142,2013.27,671,737,4.831560283687942
143,2013.27,676,745,4.831560283687942
144,2013.27,680,753,4.831560283687942
145,2013.27,685,761,4.831560283687942
146,2013.27,689,769,4.831560283687942
147,2013.27,694,777,4.831560283687942
148,2013.27,699,785,4.831560283687942
149,2013.27,703,793,4.831560283687942
150,2013.27,708,801,4.831560283687942
151,2013.27,713,813,4.831560283687942
152,2013.27,718,825,4.831560283687942
153,2013.27,722,837,4.831560283687942
154,2013.27,727,849,4.831560283687942
155,2013.27,731,861,4.831560283687942
156,1992.32,736,873,2.600472813238771
157,1992.32,741,885,2.600472813238771
158,1992.32,745,897,2.600472813238771
159,1992.32,750,909,2.600472813238771
160,1992.32,755,921,2.600472813238771
161,1992.32,759,933,2.600472813238771
162,1992.32,764,945,2.600472813238771
163,1992.32,768,957,2.600472813238771
164,1992.32,773,969,2.600472813238771
165,1992.32,778,981,2.600472813238771
166,1992.32,782,993,2.600472813238771
167,1992.32,787,1005,2.600472813238771
168,1992.32,791,1017,2.600472813238771
169,1992.32,796,1029,2.600472813238771
170,1992.32,802,1041,2.600472813238771
171,1992.32,806,1053,2.600472813238771
172,1992.32,811,1065,2.600472813238771
173,1992.32,815,1077,2.600472813238771
174,1992.32,820,1089,2.600472813238771
175,1992.32,825,1101,2.600472813238771
176,1992.32,829,1113,2.600472813238771
177,1992.32,834,1125,2.600472813238771
178,1992.32,839,1137,2.600472813238771
179,1992.32,843,1149,2.600472813238771
180,1992.32,848,1161,2.600472813238771
181,1992.32,853,1173,2.600472813238771
182,1992.32,857,1185,2.600472813238771
183,1992.32,862,1197,2.600472813238771
184,1992.32,867,1209,2.600472813238771
185,1992.32,871,1221,2.600472813238771
186,1992.32,876,1233,2.600472813238771
187,1992.32,881,1245,2.600472813238771
188,1992.32,885,1257,2.600472813238771
189,1992.32,890,1269,2.600472813238771
190,1992.32,896,1281,2.600472813238771
191,1992.32,901,1293,2.600472813238771
192,1992.32,905,1305,2.600472813238771
193,1992.32,911,1317,2.600472813238771
194,1992.32,916,1329,2.600472813238771
195,1992.32,921,1341,2.600472813238771
196,1992.32,925,1353,2.600472813238771
197,1992.32,930,1365,2.600472813238771
198,1992.32,935,1377,2.600472813238771
199,1992.32,940,1389,2.600472813238771
200,1992.32,945,1401,2.600472813238771
201,1992.32,950,1417,2.600472813238771
202,1992.32,955,1433,2.600472813238771
203,1992.32,959,1449,2.600472813238771
204,1992.32,965,1465,2.600472813238771
205,1992.32,970,1481,2.600472813238771
206,1992.32,974,1497,2.600472813238771
207,1992.32,979,1513,2.600472813238771
208,1992.32,984,1529,2.600472813238771
209,1992.32,989,1545,2.600472813238771
210,1992.32,995,1561,2.600472813238771
211,1992.32,1000,1577,2.600472813238771
212,1992.32,1004,1593,2.600472813238771
213,1992.32,1010,1609,2.600472813238771
214,1992.32,1015,1625,2.600472813238771
215,1992.32,1020,1641,2.600472813238771
216,1992.32,1025,1657,2.600472813238771
217,1992.32,1030,1673,2.600472813238771
218,1992.32,1035,1689,2.600472813238771
219,1992.32,1040,1705,2.600472813238771
220,1992.32,1045,1721,2.600472813238771
221,1992.32,1050,1737,2.600472813238771
222,1992.32,1055,1753,2.600472813238771
223,1992.32,1059,1769,2.600472813238771
224,1992.32,1064,1785,2.600472813238771
225,1992.32,1069,1801,2.600472813238771
226,1992.32,1074,1817,2.600472813238771
227,1992.32,1079,1833,2.600472813238771
228,1992.32,1084,1849,2.600472813238771
229,1992.32,1089,1865,2.600472813238771
230,1992.32,1094,1881,2.600472813238771
231,1992.32,1099,1897,2.600472813238771
232,1992.32,1104,1913,2.600472813238771
233,1992.32,1109,1929,2.600472813238771
234,1992.32,1114,1945,2.600472813238771
235,1992.32,1119,1961,2.600472813238771
236,1992.32,1124,1977,2.600472813238771
237,1992.32,1128,1993,2.600472813238771
238,1992.32,1134,2009,2.600472813238771
239,1992.32,1139,2025,2.600472813238771
240,1992.32,1144,2041,2.600472813238771
241,1992.32,1149,2057,2.600472813238771
242,1992.32,1153,2073,2.600472813238771
243,1992.32,1158,2089,2.600472813238771
244,1992.32,1163,2105,2.600472813238771
245,1992.32,1168,2121,2.600472813238771
246,1992.32,1173,2137,2.600472813238771
247,1992.32,1187,2153,2.600472813238771
248,1992.32,1192,2169,2.600472813238771
249,1992.32,1197,2185,2.600472813238771
250,1992.32,1202,2201,2.600472813238771
251,1992.32,1207,2221,2.600472813238771
252,1992.32,1212,2241,2.600472813238771
253,1992.32,1217,2261,2.600472813238771
254,1992.32,1222,2281,2.600472813238771
255,1992.32,1226,2301,2.600472813238771
256,1992.32,1231,2321,2.600472813238771
257,1992.32,1236,2341,2.600472813238771
258,1992.32,1241,2361,2.600472813238771
259,1992.32,1245,2381,2.600472813238771
260,1992.32,1250,2401,2.600472813238771
261,1992.32,1255,2421,2.600472813238771
262,1992.32,1259,2441,2.600472813238771
263,1992.32,1264,2461,2.600472813238771
264,1992.32,1269,2481,2.600472813238771
265,1992.32,1274,2501,2.600472813238771
266,1992.32,1279,2521,2.600472813238771
267,1943.984,1284,2541,3.9893617021276597
268,1943.984,1289,2561,3.9893617021276597
269,1943.984,1294,2581,3.9893617021276597
270,1943.984,1299,2601,3.9893617021276597
271,1943.984,1304,2621,3.9893617021276597
272,1943.984,1309,2641,3.9893617021276597
273,1943.984,1313,2661,3.9893617021276597
274,1943.984,1318,2681,3.9893617021276597
275,1943.984,1323,2701,3.9893617021276597
276,1943.984,1328,2721,3.9893617021276597
277,1943.984,1332,2741,3.9893617021276597
278,1943.984,1337,2761,3.9893617021276597
279,1943.984,1342,2781,3.9893617021276597
280,1943.984,1347,2801,3.9893617021276597
281,1943.984,1352,2821,3.9893617021276597
282,1943.984,1356,2841,3.9893617021276597
283,1943.984,1362,2861,3.9893617021276597
284,1943.984,1367,2881,3.9893617021276597
285,1943.984,1372,2901,3.9893617021276597
286,1943.984,1377,2921,3.9893617021276597
287,1943.984,1381,2941,3.9893617021276597
288,1943.984,1386,2961,3.9893617021276597
289,1943.984,1391,2981,3.9893617021276597
290,1943.984,1396,3001,3.9893617021276597
291,1943.984,1400,3021,3.9893617021276597
292,1943.984,1405,3041,3.9893617021276597
293,1943.984,1410,3061,3.9893617021276597
294,1943.984,1414,3081,3.9893617021276597
295,1943.984,1419,3101,3.9893617021276597
296,1943.984,1424,3121,3.9893617021276597
297,1943.984,1428,3141,3.9893617021276597
298,1943.984,1433,3161,3.9893617021276597
299,1943.984,1438,3181,3.9893617021276597
300,1943.984,1443,3201,3.9893617021276597
301,1943.984,1448,3225,3.9893617021276597
302,1943.984,1453,3249,3.9893617021276597
