1,1104.0,5,22,4.285714285714286
2,1104.0,10,43,4.285714285714286
3,1100.18,15,64,8.253968253968253
4,1100.18,21,85,8.253968253968253
5,1089.0,27,106,3.650793650793651
6,1089.0,33,127,3.650793650793651
7,1089.0,38,148,3.650793650793651
8,1089.0,44,169,3.650793650793651
9,1086.98,50,190,5.079365079365079
10,1086.98,56,211,5.079365079365079
11,1086.98,62,232,5.079365079365079
12,1086.98,67,253,5.079365079365079
13,1086.98,73,274,5.079365079365079
14,1086.98,80,295,5.079365079365079
15,1086.98,86,316,5.079365079365079
16,1086.98,92,337,5.079365079365079
17,1083.46,98,358,2.6984126984126986
18,1083.46,103,379,2.6984126984126986
19,1083.46,109,400,2.6984126984126986
20,1079.04,116,421,6.349206349206349
21,1079.04,123,442,6.349206349206349
22,1079.04,129,463,6.349206349206349
23,1078.18,135,484,4.285714285714286
24,1075.54,140,505,5.238095238095238
25,1075.54,146,526,5.238095238095238
26,1052.9,151,547,2.6984126984126986
27,1052.9,158,568,2.6984126984126986
28,1052.9,164,589,2.6984126984126986
29,1052.9,169,610,2.6984126984126986
30,1052.9,175,631,2.6984126984126986
31,1052.9,181,652,2.6984126984126986
32,1052.9,186,673,2.6984126984126986
33,1052.9,192,694,2.6984126984126986
34,1052.9,198,715,2.6984126984126986
35,1052.9,204,736,2.6984126984126986
36,1052.9,211,757,2.6984126984126986
37,1052.9,217,778,2.6984126984126986
38,1052.9,223,799,2.6984126984126986
39,1052.9,229,820,2.6984126984126986
40,1052.9,235,841,2.6984126984126986
41,1052.9,240,862,2.6984126984126986
42,1052.9,246,883,2.6984126984126986
43,1052.9,252,904,2.6984126984126986
44,1052.9,258,925,2.6984126984126986
45,1052.9,264,946,2.6984126984126986
46,1052.9,270,967,2.6984126984126986
47,1052.9,275,988,2.6984126984126986
48,1052.9,281,1009,2.6984126984126986
49,1052.9,287,1030,2.6984126984126986
50,1052.9,293,1051,2.6984126984126986
51,1052.9,299,1072,2.6984126984126986
52,1052.9,305,1093,2.6984126984126986
53,1052.14,311,1114,2.5396825396825395
54,1052.14,316,1135,2.5396825396825395
55,1052.14,322,1156,2.5396825396825395
56,1052.14,328,1177,2.5396825396825395
57,1052.14,335,1198,2.5396825396825395
58,1052.14,340,1219,2.5396825396825395
59,1052.14,346,1240,2.5396825396825395
60,1052.14,352,1261,2.5396825396825395
61,1052.14,357,1282,2.5396825396825395
62,1052.14,364,1303,2.5396825396825395
63,1052.14,370,1324,2.5396825396825395
64,1052.14,375,1345,2.5396825396825395
65,1050.56,382,1366,0.6349206349206349
66,1050.56,389,1387,0.6349206349206349
67,1050.56,395,1408,0.6349206349206349
68,1050.56,401,1429,0.6349206349206349
69,1050.56,407,1450,0.6349206349206349
70,1050.56,413,1471,0.6349206349206349
71,1050.56,418,1492,0.6349206349206349
72,1050.56,425,1513,0.6349206349206349
73,1050.56,432,1534,0.6349206349206349
74,1050.56,437,1555,0.6349206349206349
75,1050.56,443,1576,0.6349206349206349
76,1050.56,449,1597,0.6349206349206349
77,1050.56,455,1618,0.6349206349206349
78,1050.56,461,1639,0.6349206349206349
79,1050.56,467,1660,0.6349206349206349
80,1050.56,473,1681,0.6349206349206349
